obs_id,source_frame,source_message,source_range,source_observation,raw_time,raw_tag_id,anchor_id,raw_z_m,fp_rssi,rx_rssi,valid,validity_reason,suspected_nlos,planned,keyframe_id,nominal_sigma_m,strategy_used
9550879242353395336,27,100,4,504,1664959683.0732892,27956,15155,1.809999942779541,-32.430000305175781,-30.420000076293945,1,VALID,0,0,,,0
14950727492077464545,28,101,0,505,1664959683.1487136,27956,7475,3.2300000190734863,-34.799999237060547,-30.770000457763672,1,VALID,0,0,,,0
14950726392565836334,28,101,1,506,1664959683.1487136,27956,20276,3.7899999618530273,-34.779998779296875,-31.5,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
14950725293054208123,28,101,2,507,1664959683.1487136,27956,9524,4.1999998092651367,-33.740001678466797,-27.950000762939453,1,VALID,0,0,,,0
14950724193542579912,28,101,3,508,1664959683.1487136,27956,10548,3.5799999237060547,-31.870000839233398,-30.120000839233398,1,VALID,0,0,,,0
14950731890123977389,28,101,4,509,1664959683.1487136,27956,15155,1.7599999904632568,-32.979999542236328,-30.809999465942383,1,VALID,0,0,,,0
11006767651046447178,29,102,0,510,1664959683.199219,27956,7475,3.2300000190734863,-34.799999237060547,-30.770000457763672,1,VALID,0,1,7,0.22575160218633789,1
11006768750558075389,29,102,1,511,1664959683.199219,27956,20276,3.7899999618530273,-34.779998779296875,-31.5,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
11006765452023190756,29,102,2,512,1664959683.199219,27956,9524,4.1999998092651367,-33.740001678466797,-27.950000762939453,1,VALID,0,1,7,0.22575160218633789,1
11006766551534818967,29,102,3,513,1664959683.199219,27956,10548,3.5799999237060547,-31.870000839233398,-30.120000839233398,1,VALID,0,1,7,0.22575160218633789,1
11006763252999934334,29,102,4,514,1664959683.199219,27956,15155,1.7599999904632568,-32.979999542236328,-30.809999465942383,1,VALID,0,1,7,0.22575160218633789,1
8390339043711590255,30,103,0,515,1664959683.2763324,27956,7475,3.2300000190734863,-34.799999237060547,-30.770000457763672,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
8390337944199962044,30,103,1,516,1664959683.2763324,27956,20276,3.7899999618530273,-35.770000457763672,-31.75,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
8390341242734846677,30,103,2,517,1664959683.2763324,27956,9524,4.1700000762939453,-33.860000610351562,-28.379999160766602,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
8390340143223218466,30,103,3,518,1664959683.2763324,27956,10548,3.5699999332427979,-32.740001678466797,-31.370000839233398,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
8390334645665077411,30,103,4,519,1664959683.2763324,27956,15155,1.7899999618530273,-33.509998321533203,-31.209999084472656,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
6847025238646798208,31,104,0,520,1664959683.3271406,27956,7475,3.2300000190734863,-34.790000915527344,-30.510000228881836,1,VALID,0,0,,,0
6847026338158426419,31,104,1,521,1664959683.3271406,27956,20276,3.7799999713897705,-34.409999847412109,-30.860000610351562,1,VALID,0,0,,,0
6847027437670054630,31,104,2,522,1664959683.3271406,27956,9524,4.1700000762939453,-33.099998474121094,-27.389999389648438,1,VALID,0,0,,,0
6847028537181682841,31,104,3,523,1664959683.3271406,27956,10548,3.5699999332427979,-32.259998321533203,-30.899999618530273,1,VALID,0,0,,,0
6847029636693311052,31,104,4,524,1664959683.3271406,27956,15155,1.7899999618530273,-32.590000152587891,-30.799999237060547,1,VALID,0,0,,,0
7296941622501007885,32,105,0,525,1664959683.3782504,27956,7475,3.2300000190734863,-34.790000915527344,-30.510000228881836,1,VALID,0,0,,,0
7296940522989379674,32,105,1,526,1664959683.3782504,27956,20276,3.7799999713897705,-34.409999847412109,-30.860000610351562,1,VALID,0,0,,,0
7296939423477751463,32,105,2,527,1664959683.3782504,27956,9524,4.1700000762939453,-33.099998474121094,-27.389999389648438,1,VALID,0,0,,,0
7296938323966123252,32,105,3,528,1664959683.3782504,27956,10548,3.5699999332427979,-32.259998321533203,-30.899999618530273,1,VALID,0,0,,,0
7296937224454495041,32,105,4,529,1664959683.3782504,27956,15155,1.7899999618530273,-32.590000152587891,-30.799999237060547,1,VALID,0,0,,,0
8311395518580389398,33,106,0,530,1664959683.431994,27956,7475,3.2200000286102295,-34.169998168945312,-30.049999237060547,1,VALID,0,0,,,0
8311396618092017609,33,106,1,531,1664959683.431994,27956,20276,3.7300000190734863,-33.759998321533203,-30.579999923706055,1,VALID,0,0,,,0
8311393319557132976,33,106,2,532,1664959683.431994,27956,9524,4.1399998664855957,-33.959999084472656,-28.020000457763672,1,VALID,0,0,,,0
8311394419068761187,33,106,3,533,1664959683.431994,27956,10548,3.5799999237060547,-32.990001678466797,-31.170000076293945,1,VALID,0,0,,,0
8311399916626902242,33,106,4,534,1664959683.431994,27956,15155,1.7999999523162842,-32.330001831054688,-30.340000152587891,1,VALID,0,0,,,0
1108924520470877275,34,107,0,535,1664959683.4822745,27956,7475,3.2200000286102295,-34.169998168945312,-30.049999237060547,1,VALID,0,1,8,0.24105826029983543,1
1108923420959249064,34,107,1,536,1664959683.4822745,27956,20276,3.7300000190734863,-33.759998321533203,-30.579999923706055,1,VALID,0,1,8,0.38761589125517099,1
1108926719494133697,34,107,2,537,1664959683.4822745,27956,9524,4.1399998664855957,-33.959999084472656,-28.020000457763672,1,VALID,0,1,8,0.24105826029983543,1
1108925619982505486,34,107,3,538,1664959683.4822745,27956,10548,3.5799999237060547,-32.990001678466797,-31.170000076293945,1,VALID,0,1,8,0.24105826029983543,1
1108928918517390119,34,107,4,539,1664959683.4822745,27956,15155,1.7999999523162842,-32.330001831054688,-30.340000152587891,1,VALID,0,1,8,0.24105826029983543,1
17236254770611718156,35,108,0,540,1664959683.5581207,27956,7475,3.2200000286102295,-34.630001068115234,-30.229999542236328,1,VALID,0,0,,,0
17236255870123346367,35,108,1,541,1664959683.5581207,27956,20276,3.7300000190734863,-33.759998321533203,-30.579999923706055,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
17236256969634974578,35,108,2,542,1664959683.5581207,27956,9524,4.130000114440918,-33.75,-28.790000915527344,1,VALID,0,0,,,0
17236258069146602789,35,108,3,543,1664959683.5581207,27956,10548,3.6400001049041748,-33,-30.989999771118164,1,VALID,0,0,,,0
17236250372565205312,35,108,4,544,1664959683.5581207,27956,15155,1.7599999904632568,-33.610000610351562,-31.299999237060547,1,VALID,0,0,,,0
11672893151562865369,36,109,0,545,1664959683.6095517,27956,7475,3.2200000286102295,-34.630001068115234,-30.229999542236328,1,VALID,0,0,,,0
11672892052051237158,36,109,1,546,1664959683.6095517,27956,20276,3.7300000190734863,-33.759998321533203,-30.579999923706055,0,PROTOCOL_INVALID_RA_ZERO,0,0,,,0
11672890952539608947,36,109,2,547,1664959683.6095517,27956,9524,4.130000114440918,-33.75,-28.790000915527344,1,VALID,0,0,,,0
