phase,execution_status,solver_status,stop_reason,acceptance_audit_status,acceptance_failure_reason,outer_iteration,conditional_lm_iterations,conditional_lm_inner_iterations,conditional_lm_lambda,objective_before,objective_after,relative_objective_change,scaled_state_step,max_kkt_violation,max_scaled_navigation_gradient_objective,navigation_gradient_roundoff_allowance_objective,navigation_stationarity_tolerance_objective,allowed_objective_increase,objective_ok,step_ok,kkt_ok,navigation_stationarity_ok
RECOVERY_ATTEMPT,SUCCEEDED,CONVERGED,ALL_CANDIDATES_SUPPRESSED_RAW_STAGE2_ALL_APPLICABLE_STOP_CONDITIONS_SATISFIED,PASSED_FIXED_GRAPH_AUDIT,,1,1,1,1.0000000000000002e-06,6.0003893757658203e-17,2.3886537372805894e-18,5.7615240020377615e-17,6.6798344633411944e-11,0,3.9651717471377289e-12,7.5831015601914484e-22,9.9999999999999995e-07,1.4210854715202004e-14,1,1,1,1
