phase,execution_status,solver_status,stop_reason,acceptance_audit_status,acceptance_failure_reason,outer_iteration,conditional_lm_iterations,conditional_lm_inner_iterations,conditional_lm_lambda,objective_before,objective_after,relative_objective_change,scaled_state_step,max_kkt_violation,max_scaled_navigation_gradient_objective,navigation_gradient_roundoff_allowance_objective,navigation_stationarity_tolerance_objective,allowed_objective_increase,objective_ok,step_ok,kkt_ok,navigation_stationarity_ok
FALLBACK_ATTEMPT,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,,,,,,,,,,,,,,,,,,
