inference_id,phase,group_id,segment_ordinal,segment_id,evaluated,gamma,gamma_available,short_support_debug,boundary,linearization_id,status
t08inference-sha256:9ff7b14bdc754b42567408357c1e79fedb09721e34459e7a0f58cf193ed022ce,DECISION,group_0,0,r07-segment-0,1,1.3202598568554126e-21,1,0,0,t05lin-sha256:0286fc28a84ecc31ae3b2b973f3694e871bbb58b92e55f96f562a69403e288cb,OK
t08inference-sha256:9ff7b14bdc754b42567408357c1e79fedb09721e34459e7a0f58cf193ed022ce,DECISION,group_0,1,r07-segment-1,1,1.6324215833822296e-21,1,0,0,t05lin-sha256:0286fc28a84ecc31ae3b2b973f3694e871bbb58b92e55f96f562a69403e288cb,OK
