inference_id,phase,group_id,segment_ordinal,segment_id,evaluated,gamma,gamma_available,short_support_debug,boundary,linearization_id,status
t08inference-sha256:8987100be12fb80fe42ac29fa4048a44b02f902bb76125760008038b1274d20d,RECOVERY_ATTEMPT,group_0,0,,0,,0,,,NOT_RUN,RECOVERY_SCORE_NOT_RUN_DUE_TO_PRIOR_FAILURE
t08inference-sha256:8987100be12fb80fe42ac29fa4048a44b02f902bb76125760008038b1274d20d,RECOVERY_ATTEMPT,group_0,1,,0,,0,,,NOT_RUN,RECOVERY_SCORE_NOT_RUN_DUE_TO_PRIOR_FAILURE
