chain_index,iteration,objective,primal_residual_m,primal_threshold_m,dual_residual_objective_per_m,dual_threshold_objective_per_m,max_kkt_violation_objective_per_m,max_tv_subgradient_violation_objective_per_m,rho_objective_per_m2
0,36,0.077625983211957669,2.8221258919349055e-09,3.9614413393741375e-07,1.0918805778924107e-06,4.4636384886837322e-07,6.5023158560335126e-07,0.13475196949796281,19.557303067114255
0,37,0.077625983207033317,2.4665426368322566e-09,3.9614413362676019e-07,8.609069459081724e-07,4.4636384037348545e-07,5.2233995195768217e-07,0.13221227140592817,19.557303067114255
0,38,0.077625983219811692,2.1609898217165971e-09,3.9614413336668465e-07,6.787647101303885e-07,4.4636383381316403e-07,4.1833795064451362e-07,0.13221224446336882,19.557303067114255
0,39,0.07762598319156308,1.7876963475791588e-09,3.9614413315511922e-07,5.3543604491821461e-07,4.4636382753472035e-07,3.3424572076015156e-07,0.13221222106453714,19.557303067114255
0,40,0.077625983146661179,1.3930032945157347e-09,3.9614413298819772e-07,4.2271074604198733e-07,4.4636382116575135e-07,2.6669334852285833e-07,0.1322122026623743,19.557303067114255
0,41,0.077625983101624635,1.0400849620410396e-09,3.9614413285997848e-07,3.3402392296508531e-07,4.463638149292214e-07,2.1273855130687937e-07,0.13221218919125394,19.557303067114255
0,42,0.077625983064966403,7.6184279099982525e-10,3.9614413276336611e-07,2.6421438716090088e-07,4.4636380919399594e-07,1.6981583710179847e-07,0.13221217978646255,19.557303067114255
0,43,0.077625983039157326,5.5962641378626032e-10,3.9614413269123707e-07,2.0923667177375227e-07,4.4636380424337228e-07,1.3573166351436704e-07,0.13221217334345192,19.557303067114255
0,44,0.077625983026052017,4.1743786425075413e-10,3.9614413263727996e-07,1.6590707439346529e-07,4.4636380020033044e-07,1.0865954229990308e-07,0.13221216885752013,19.557303067114255
0,45,0.077625983019129333,3.1681891961591905e-10,3.961441325964174e-07,1.317155834646258e-07,4.463637970425526e-07,8.7118020058802926e-08,0.13221216557170912,19.557303067114255
0,46,0.077625983013671823,2.4437789205774402e-10,3.9614413256487018e-07,1.0469066944496283e-07,4.4636379465391894e-07,6.9931478174112419e-08,0.13221216299465882,19.557303067114255
0,47,0.077625983009366628,1.9177339177426949e-10,3.9614413253999272e-07,8.3293242136061531e-08,4.4636379287871185e-07,5.6180984043937273e-08,0.13221216085062371,19.557303067114255
0,48,0.077625983005967791,1.5319311326223142e-10,3.9614413252001243e-07,6.6326277562329232e-08,4.4636379156223402e-07,4.5153469188332642e-08,6.9388939039072284e-17,19.557303067114255
0,49,0.077625983004664487,1.2400798112458796e-10,3.9614413250376285e-07,5.2857769438519477e-08,4.4636379057379988e-07,3.6295432818446056e-08,6.9388939039072284e-17,19.557303067114255
0,50,0.077625983003253823,1.0080560167430691e-10,3.9614413249046411e-07,4.2158444600493905e-08,4.4636378981480066e-07,2.9174468537219848e-08,6.9388939039072284e-17,19.557303067114255
0,51,0.077625983001730778,8.155938687666347e-11,3.961441324795655e-07,3.3654248888045367e-08,4.4636378921701229e-07,2.3449410372315306e-08,6.9388939039072284e-17,19.557303067114255
0,52,0.077625983000207066,6.5334724183249478e-11,3.9614413247064746e-07,2.689125530790509e-08,4.4636378873618578e-07,1.8848264154802252e-08,6.9388939039072284e-17,19.557303067114255
0,53,0.077625982998799359,5.1769094288684373e-11,3.9614413246336769e-07,2.1509676230193636e-08,4.4636378834458392e-07,1.5152348281563874e-08,6.9388939039072284e-17,19.557303067114255
0,54,0.077625982997585233,4.0662300942062527e-11,3.9614413245743565e-07,1.7224153635117998e-08,4.4636378802455417e-07,1.2184945708941512e-08,6.9388939039072284e-17,19.557303067114255
0,55,0.07762598299659422,3.1780047782984579e-11,3.9614413245260322e-07,1.3808410177851351e-08,4.4636378776394162e-07,9.803020521501091e-09,6.9388939039072284e-17,19.557303067114255
1,1,0.26653694468601058,0.072905176644948014,1.7793920613556338e-07,0.33994287696316516,1.5437605609116093e-06,0.08007679908848192,6.9388939039072284e-17,19.557303067114255
1,2,0.26636258415918185,0.046379235566896722,1.5776996726423717e-07,0.17452862420268836,2.4375626845386443e-06,0.026947209261576482,6.9388939039072284e-17,19.557303067114255
1,3,0.26632502137940745,0.031333019738099453,1.5224301833194116e-07,0.1456457062863504,3.0379481779915468e-06,0.015551475292663763,5.5511151231257827e-17,19.557303067114255
1,4,0.26631884438231374,0.020789913310597603,1.4923868952884779e-07,0.11729233209660068,3.426091793214824e-06,0.0089846490217156405,6.9388939039072284e-17,19.557303067114255
1,5,0.26631908976259072,0.014224498583687607,1.4780922676155168e-07,0.10290067798670879,3.6726990021429292e-06,0.0097712126094264551,5.5511151231257827e-17,19.557303067114255
1,6,0.26631857439318762,0.0099947039109134477,1.4698656896763266e-07,0.10326519706775818,3.8405997319212001e-06,0.0095532224297021559,5.5511151231257827e-17,19.557303067114255
1,7,0.26631762511907942,0.0069845920688703777,1.4652824510514915e-07,0.080708035922146551,3.9498243439010285e-06,0.0078796475703507406,5.5511151231257827e-17,19.557303067114255
1,8,0.26631684916483278,0.0046568240915372842,1.4628685749806448e-07,0.066688952043647456,4.0279648512907228e-06,0.0060472745998231617,5.5511151231257827e-17,19.557303067114255
1,9,0.26631636254411672,0.0030461034986241564,1.4618383860743311e-07,0.048643434656466554,4.0822108248574946e-06,0.0045010176852597669,5.5511151231257827e-17,19.557303067114255
1,10,0.26631608918809613,0.0019624549098257709,1.4614723105688248e-07,0.031966798398653469,4.1186139889678734e-06,0.0033147701480934696,5.5511151231257827e-17,19.557303067114255
1,11,0.26631594029915251,0.0012521403475657035,1.4613798259908686e-07,0.019311525802895677,4.1424587147975413e-06,0.0024391430918094797,6.9388939039072284e-17,19.557303067114255
1,12,0.26631585866858348,0.00079437227819976629,1.4613838444012914e-07,0.010930454240936669,4.1577981930994475e-06,0.0018012303193870776,6.9388939039072284e-17,19.557303067114255
1,13,0.26631581313212771,0.00050215268279989818,1.461414433071927e-07,0.0059505338918327509,4.1675514452107135e-06,0.0013370524670717884,6.9388939039072284e-17,19.557303067114255
1,14,0.26631578729080674,0.00031727084555447304,1.4614468542760429e-07,0.0032535116650423239,4.1737229897523226e-06,0.00099797084807683092,5.5511151231257827e-17,19.557303067114255
1,15,0.26631577240274013,0.00020145878880736964,1.4614736120878148e-07,0.0018942300483503782,4.1776353990728175e-06,0.00074887613689517433,6.9388939039072284e-17,19.557303067114255
1,16,0.26631576370651167,0.00012935016330676641,1.4614935251348135e-07,0.0012228526507886619,4.1801334992737107e-06,0.00056480942394960447,5.5511151231257827e-17,19.557303067114255
1,17,0.26631575856164513,8.4235597863809562e-05,1.4615075609897163e-07,0.00086680935375859779,4.1817446943289908e-06,0.00042802430960246443,5.5511151231257827e-17,19.557303067114255
1,18,0.26631575548261799,5.5514055783627979e-05,1.4615171840249678e-07,0.00064826695316285278,4.1827944416429552e-06,0.00032583046407660206,5.5511151231257827e-17,19.557303067114255
1,19,0.26631575362213433,3.6805217730724866e-05,1.4615237190332013e-07,0.00049327887082983282,4.183483745638599e-06,0.00024909112385482343,5.5511151231257827e-17,19.557303067114255
1,20,0.26631575248966866,2.4396606597023322e-05,1.4615281685036988e-07,0.00037389580691940386,4.1839382592863402e-06,0.00019118560320490995,5.5511151231257827e-17,19.557303067114255
1,21,0.26631575179676908,1.6102280304049705e-05,1.4615312240253927e-07,0.00028027531679709921,4.18423807400843e-06,0.00014728830459065538,5.5511151231257827e-17,19.557303067114255
1,22,0.266315751371343,1.0565567507067592e-05,1.4615333404219774e-07,0.00020825419541254457,4.1844353188628739e-06,0.00011386286507315226,5.5511151231257827e-17,19.557303067114255
1,23,0.26631575110952305,6.8936059962446236e-06,1.4615348124843013e-07,0.00015449307610808564,4.1845644965928736e-06,8.8304227240507133e-05,5.5511151231257827e-17,19.557303067114255
1,24,0.26631575094810933,4.4779263694379781e-06,1.4615358336924556e-07,0.0001153263782953863,4.1846486584288458e-06,6.8683638329984959e-05,6.9388939039072284e-17,19.557303067114255
1,25,0.26631575084844933,2.900660510459521e-06,1.461536534964532e-07,8.7071907606217497e-05,4.1847032293274431e-06,5.3565930286291915e-05,5.5511151231257827e-17,19.557303067114255
1,26,0.26631575078683123,1.8771172220846787e-06,1.4615370080501566e-07,6.6569308483936277e-05,4.1847384841229292e-06,4.1877918829859581e-05,5.5511151231257827e-17,19.557303067114255
1,27,0.26631575074868052,1.2158098101590589e-06,1.4615373190260125e-07,5.1445696278070525e-05,4.1847612108135877e-06,3.2813170621857225e-05,6.9388939039072284e-17,19.557303067114255
1,28,0.26631575072502667,7.8954437990828652e-07,1.4615375161158354e-07,4.0073569207669023e-05,4.1847758513428627e-06,2.5762780303187941e-05,5.5511151231257827e-17,19.557303067114255
1,29,0.26631575071034025,5.1479371884218687e-07,1.4615376345068229e-07,3.1381103006047542e-05,4.1847852869878457e-06,2.0264834987362101e-05,6.9388939039072284e-17,19.557303067114255
1,30,0.266315750701209,3.3730299276214101e-07,1.4615376996222081e-07,2.4658963731399622e-05,4.1847913743157667e-06,1.5967358507060022e-05,5.5511151231257827e-17,19.557303067114255
1,31,0.2663157506955236,2.2218388728051512e-07,1.4615377295511728e-07,1.9421569780806822e-05,4.1847953051801211e-06,1.2601013519419005e-05,6.9388939039072284e-17,19.557303067114255
1,32,0.26631575069197883,1.4716440537295887e-07,1.4615377369386414e-07,1.5322328538454905e-05,4.1847978442048841e-06,9.9588920701266999e-06,5.5511151231257827e-17,19.557303067114255
1,33,0.26631575068976537,9.8059010225591848e-08,1.461537730463292e-07,1.210490988932382e-05,4.1847994828582779e-06,7.8814753812806061e-06,6.9388939039072284e-17,19.557303067114255
1,34,0.26631575068838126,6.5800925605115878e-08,1.4615377159727685e-07,9.5749806714281393e-06,4.1848005381345878e-06,6.2453801205526494e-06,6.9388939039072284e-17,19.557303067114255
1,35,0.26631575068751434,4.4549667869358481e-08,1.4615376973321147e-07,7.5829341973868477e-06,4.1848012152837298e-06,4.9548925031570427e-06,6.9388939039072284e-17,19.557303067114255
1,36,0.26631575068697039,3.0508815140381314e-08,1.4615376770403978e-07,6.0125942279974594e-06,4.1848016476194605e-06,3.9355665472483559e-06,6.9388939039072284e-17,19.557303067114255
1,37,0.26631575068662849,2.1192771553152414e-08,1.4615376566680815e-07,4.7733328881966713e-06,4.1848019218724421e-06,3.1293596834764311e-06,5.5511151231257827e-17,19.557303067114255
1,38,0.26631575068641317,1.4968695225815607e-08,1.4615376371614678e-07,3.7942859707915175e-06,4.1848020944544826e-06,2.4909200908520558e-06,5.5511151231257827e-17,19.557303067114255
1,39,0.26631575068627727,1.0765243874097237e-08,1.4615376190518889e-07,3.0199665684984375e-06,4.1848022019824837e-06,1.9847416953238872e-06,6.9388939039072284e-17,19.557303067114255
1,40,0.2663157506861914,7.8832265739297251e-09,1.4615376025983453e-07,2.4068817702597697e-06,4.1848022681406442e-06,1.5829762019439787e-06,5.5511151231257827e-17,19.557303067114255
1,41,0.26631575068613689,5.8698259620084338e-09,1.461537587884379e-07,1.9209051838929408e-06,4.1848023081777258e-06,1.2637449839659325e-06,6.9388939039072284e-17,19.557303067114255
1,42,0.26631575068610225,4.4338169171473471e-09,1.4615375748836915e-07,1.5352324447517291e-06,4.1848023318596286e-06,1.0098328359047975e-06,6.9388939039072284e-17,19.557303067114255
1,43,0.26631575068608021,3.3883599683325244e-09,1.4615375635044346e-07,1.2287893689025676e-06,4.1848023454050517e-06,8.0827996736125629e-07,6.9388939039072284e-17,19.557303067114255
1,44,0.26631575068606611,2.6129654839142386e-09,1.4615375536188851e-07,9.8499149983032148e-07,4.1848023527496439e-06,6.5698164046015532e-07,6.9388939039072284e-17,19.557303067114255
1,45,0.26631575068605706,2.0288396375859419e-09,1.4615375450830649e-07,7.9077618580705979e-07,4.1848023563672919e-06,5.3433667056911048e-07,6.9388939039072284e-17,19.557303067114255
1,46,0.26631575068605123,1.5833339213203776e-09,1.461537537749419e-07,6.3584612152710165e-07,4.1848023578006479e-06,4.3485880564564332e-07,5.5511151231257827e-17,19.557303067114255
1,47,0.26631575068604751,1.2403405222957735e-09,1.4615375314747236e-07,5.1207726460830173e-07,4.1848023580019901e-06,3.54122123700024e-07,5.5511151231257827e-17,19.557303067114255
1,48,0.26631575068604507,9.7441777948835226e-10,1.4615375261247213e-07,4.1305480177085415e-07,4.1848023575512136e-06,2.8855475350368895e-07,5.5511151231257827e-17,19.557303067114255
1,49,0.26631575068604352,7.6718573391007337e-10,1.4615375215765602e-07,3.3370910524811789e-07,4.184802356794709e-06,2.3527280646142845e-07,6.9388939039072284e-17,19.557303067114255
1,50,0.26631575068604246,6.0508034031525312e-10,1.4615375177197743e-07,2.7002990254284405e-07,4.1848023559335501e-06,1.9194672159575383e-07,6.9388939039072284e-17,19.557303067114255
1,51,0.2663157506860418,4.7791931532392206e-10,1.4615375144563374e-07,2.1884171945471194e-07,4.1848023550793309e-06,1.5669371231917512e-07,6.9388939039072284e-17,19.557303067114255
1,52,0.26631575068604135,3.7795812021661581e-10,1.4615375117001399e-07,1.7762736294973646e-07,4.1848023542893541e-06,1.2799122314371413e-07,6.9388939039072284e-17,19.557303067114255
1,53,0.26631575068604108,2.992484122303175e-10,1.4615375093761488e-07,1.4438911306873111e-07,4.184802353588724e-06,1.0460727290633497e-07,6.9388939039072284e-17,19.557303067114255
1,54,0.26631575068604091,2.3718855793716244e-10,1.4615375074194029e-07,1.1753950992276031e-07,4.1848023529840602e-06,8.5544389798152936e-08,6.9388939039072284e-17,19.557303067114255
1,55,0.2663157506860408,1.8820016897032585e-10,1.4615375057739599e-07,9.5815393856667733e-08,4.1848023524719416e-06,6.9994460001677945e-08,6.9388939039072284e-17,19.557303067114255
1,56,0.26631575068604069,1.494900873808058e-10,1.4615375043918517e-07,7.821020450884048e-08,4.1848023520439951e-06,5.7302358592252584e-08,6.9388939039072284e-17,19.557303067114255
1,57,0.26631575068604069,1.1887211699569054e-10,1.4615375032321006e-07,6.3920639109472438e-08,4.1848023516898879e-06,4.6936639267621376e-08,6.9388939039072284e-17,19.557303067114255
1,58,0.26631575068604063,9.4631707251958449e-11,1.4615375022598092e-07,5.2304588558852491e-08,4.1848023513990125e-06,3.8465901225950876e-08,5.5511151231257827e-17,19.557303067114255
1,59,0.26631575068604058,7.5422175428649522e-11,1.461537501445337e-07,4.2847942692098937e-08,4.1848023511613834e-06,3.1539723556908272e-08,5.5511151231257827e-17,19.557303067114255
1,60,0.26631575068604058,6.0184564094065497e-11,1.4615375007635657e-07,3.5138377959673325e-08,4.1848023509680574e-06,2.5873275285416607e-08,5.5511151231257827e-17,19.557303067114255
1,61,0.26631575068604052,4.8085380931808246e-11,1.4615375001932531e-07,2.8844631836394289e-08,4.1848023508112572e-06,2.1234885343842005e-08,5.5511151231257827e-17,19.557303067114255
1,62,0.26631575068604058,3.8468059269986642e-11,1.4615374997164649e-07,2.3700098052567525e-08,4.1848023506843785e-06,1.743599861928806e-08,6.9388939039072284e-17,19.557303067114255
1,63,0.26631575068604058,3.0815054122466388e-11,1.4615374993180831e-07,1.9489831262859592e-08,4.1848023505818883e-06,1.4323049903114813e-08,5.5511151231257827e-17,19.557303067114255
1,64,0.26631575068604052,2.4718104022351723e-11,1.4615374989853815e-07,1.6040230013094475e-08,4.184802350499195e-06,1.1770891816764731e-08,6.9388939039072284e-17,19.557303067114255
1,65,0.26631575068604052,1.9854940028995249e-11,1.4615374987076598e-07,1.3210844953003434e-08,4.1848023504325327e-06,9.677470677309391e-09,6.9388939039072284e-17,19.557303067114255
2,1,0.11455276850347744,0.015363232718029482,7.1596846671864506e-07,0.15866797235244171,4.0537248281919911e-07,0.1010528914136857,0.095928360920663411,19.798266767348633
2,2,0.11426274118529765,0.0033369592539783111,7.0984298376066442e-07,0.052238035034019206,3.8253867882049345e-07,0.03262238148022005,0.029862351418628127,19.798266767348633
2,3,0.11415966255716363,0.0015083316014246877,7.1095729061121741e-07,0.047275128058168935,3.799999999999997e-07,0.03665379346877997,4.163336342344337e-17,19.798266767348633
2,4,0.11412289484765888,2.4532694666933987e-18,7.1152873073230129e-07,0.027949310494088993,3.7999999999999964e-07,0.020202900250844813,4.163336342344337e-17,19.798266767348633
2,5,0.11411463440839924,2.4532694666933987e-18,7.1181838200917325e-07,0.021315568510981479,3.799999999999997e-07,0.014879679995371495,4.163336342344337e-17,19.798266767348633
2,6,0.11414597688331531,0.00017846985652719691,7.119704668483588e-07,0.012713486527265502,3.8003566924516111e-07,0.0077229914370844192,0.19646660617054412,19.798266767348633
2,7,0.11415426209435965,0.00022638719416212536,7.1205083926103374e-07,0.0066243270671797914,3.8018351681805532e-07,0.0048752691066800413,0.19198453210781083,19.798266767348633
2,8,0.11414002467404293,0.00015378604977245303,7.1209338454222948e-07,0.0043764254906355658,3.8034933210359573e-07,0.0033202926129706212,0.18893983486931903,19.798266767348633
2,9,0.1141235693545694,6.7911205838933064e-05,7.1211680030964919e-07,0.0033434555347546715,3.8043937083792022e-07,0.0022062702409984536,0.18759531069962754,19.798266767348633
2,10,0.11411291759012523,1.1889942287485189e-05,7.1213070686197051e-07,0.0023605721726621008,3.8045619373560085e-07,0.0014954777304245215,0.18735991045037151,19.798266767348633
2,11,0.11411077151408677,1.1250068971596638e-05,7.1213969543096753e-07,0.0016053967928556284,3.8044026815372378e-07,0.0010670316324981333,0.012417357682977762,19.798266767348633
2,12,0.11411077868282415,1.3774218893897183e-05,7.1214584919571216e-07,0.0011840359149778525,3.8042115396406904e-07,0.0008032840894541815,0.012144652022804528,19.798266767348633
2,13,0.11411069936050745,8.3093318833382668e-06,7.1215014299400674e-07,0.00094154721625776337,3.8040982804150431e-07,0.00062438370152126388,0.011980141653519752,19.798266767348633
2,14,0.11411062114278345,2.4698151025459576e-06,7.1215311760556144e-07,0.00074609891944602057,3.8040649130325524e-07,0.00048845477557668548,0.011931243595253521,19.798266767348633
2,15,0.11411077048091868,9.7748439042977253e-07,7.1215514769873883e-07,0.00057592048041273743,3.8040781026385087e-07,0.00037846019222334548,0.18804940390802383,19.798266767348633
2,16,0.11411097463949102,2.0786060017652375e-06,7.1215652155951574e-07,0.00043994495293648894,3.8041062210325531e-07,0.00028903074726985278,0.18800825111189667,19.798266767348633
2,17,0.11411092710857687,1.8347940154428422e-06,7.1215745670703267e-07,0.00033783089713189228,3.8041311213849387e-07,0.00021818573763346394,0.18797192537051582,19.798266767348633
2,18,0.11411080021691132,1.1651212555863211e-06,7.1215810603226921e-07,0.00026173577559904167,3.8041469724818112e-07,0.00016382760454008993,0.1879488579890814,19.798266767348633
2,19,0.11411068948501292,5.7922228374751583e-07,7.1215856920824145e-07,0.00020424574808938138,3.8041548638882952e-07,0.00012311944912846151,0.18793739039179017,19.798266767348633
2,20,0.11411062377267008,2.3155378411909844e-07,7.1215890774839665e-07,0.00016037803259146067,3.8041580207049133e-07,9.2972100881105746e-05,0.1879328060282012,19.798266767348633
2,21,0.11411059628651517,8.6511010993772786e-08,7.1215915904644145e-07,0.00012665228851101677,3.8041592004329835e-07,7.0611783611257417e-05,0.18793109326012722,19.798266767348633
2,22,0.11411059014125668,5.4561178713941061e-08,7.1215934668774803e-07,0.00010045922390652808,3.8041599445554262e-07,5.4412586966118281e-05,0.18793001304335591,19.798266767348633
2,23,0.11411059152969442,6.2417256196933835e-08,7.1215948672838939e-07,7.9912910124817568e-05,3.8041607959029941e-07,4.3882157000352251e-05,0.18792877728986684,19.798266767348633
2,24,0.11411059314938221,7.1330045731121672e-08,7.1215959095128374e-07,6.3702712181376068e-05,3.8041617689240735e-07,3.5457788593373785e-05,0.18792736507859292,19.798266767348633
2,25,0.1141105928005363,6.9659645107744694e-08,7.1215966835901677e-07,5.0889611443522435e-05,3.804162719268632e-07,2.8700018984278985e-05,0.18792598593835616,19.798266767348633
2,26,0.11411059085247395,5.9411606412318456e-08,7.1215972585707553e-07,4.0755803144398547e-05,3.8041635298880044e-07,2.3268150366351215e-05,0.18792480969152334,19.798266767348633
2,27,0.1141105883381455,4.6107588830279767e-08,7.1215976865835286e-07,3.2731600191028871e-05,3.8041641590399949e-07,1.8894045688527816e-05,0.18792389684117966,19.798266767348633
2,28,0.11411058603859836,3.3919449249353306e-08,7.1215980062075657e-07,2.6363588574458846e-05,3.8041646219114261e-07,1.5365128021915808e-05,0.18792322529487482,19.798266767348633
2,29,0.11411058428171879,2.460182382812981e-08,7.1215982456062833e-07,2.1294519570480261e-05,3.804164957648788e-07,1.2512554557309041e-05,0.18792273822140371,19.798266767348633
2,30,0.11411058306867783,1.8167154752779524e-08,7.1215984252684258e-07,1.724550825824984e-05,3.8041652055818644e-07,1.0202258772434858e-05,0.18792237854322752,19.798266767348633
2,31,0.11411058226020918,1.3878289129021226e-08,7.1215985601876199e-07,1.3999982710497771e-05,3.8041653949883608e-07,8.3277839976747536e-06,0.18792210377715707,19.798266767348633
2,32,0.11411058170546319,1.0935002903167401e-08,7.1215986614578997e-07,1.1389956508732812e-05,3.8041655442288444e-07,6.8044720951676574e-06,0.18792188728305248,19.798266767348633
2,33,0.11411058129650903,8.7645562474314431e-09,7.1215987373791155e-07,9.2847867986202638e-06,3.8041656638490866e-07,5.5648054191892449e-06,0.18792171376002981,19.798266767348633
2,34,0.11411058097338034,7.0488756498399133e-09,7.1215987942074803e-07,7.5823355772415357e-06,3.8041657600546541e-07,4.554741311613153e-06,0.18792157420450928,19.798266767348633
