outer_iteration,conditional_lm_iterations,objective_before,objective_after,allowed_objective_increase,relative_objective_change,max_navigation_scaled_step,max_bias_scaled_step,combined_scaled_step,max_chain_kkt_objective_per_m,max_chain_primal_residual_m,max_chain_dual_residual_objective_per_m,navigation_gradient_objective,navigation_roundoff_allowance_objective,objective_ok,step_ok,chain_optimality_ok,navigation_stationarity_ok,conditional_lm_inner_iterations,conditional_lm_lambda,conditional_lm_initial_error,conditional_lm_check_status,conditional_lm_check_evaluated,conditional_lm_previous_error,conditional_lm_current_error,conditional_lm_relative_tolerance,conditional_lm_absolute_tolerance,conditional_lm_optimizer_internal_relative_tolerance,conditional_lm_optimizer_internal_small_change_stop_enabled,conditional_lm_error_tolerance,conditional_lm_absolute_decrease,conditional_lm_relative_decrease,conditional_lm_relative_decrease_valid,conditional_lm_relative_tolerance_enabled,conditional_lm_decrease_predicates_reached_by_linked_check,conditional_lm_error_tolerance_triggered,conditional_lm_absolute_tolerance_triggered,conditional_lm_relative_tolerance_triggered,conditional_lm_check_result,conditional_lm_predicate_union_matches_check_result,conditional_lm_added_diagnostics_seconds,pre_chain_navigation_stationarity_valid,pre_chain_navigation_stationarity_status,pre_chain_max_pose_rotation_gradient_objective_per_rad,pre_chain_max_pose_translation_gradient_objective_per_m,pre_chain_max_velocity_gradient_objective_per_mps,pre_chain_max_accel_bias_gradient_objective_per_mps2,pre_chain_max_gyro_bias_gradient_objective_per_radps,pre_chain_max_scaled_gradient_objective,pre_chain_roundoff_allowance_objective,pre_chain_navigation_stationarity_ok,post_chain_navigation_stationarity_valid,post_chain_navigation_stationarity_status,post_chain_max_pose_rotation_gradient_objective_per_rad,post_chain_max_pose_translation_gradient_objective_per_m,post_chain_max_velocity_gradient_objective_per_mps,post_chain_max_accel_bias_gradient_objective_per_mps2,post_chain_max_gyro_bias_gradient_objective_per_radps,post_chain_max_scaled_gradient_objective,post_chain_roundoff_allowance_objective,post_chain_navigation_stationarity_ok,stationarity_audits_share_navigation_values,pre_chain_stationarity_seconds,post_chain_stationarity_seconds,added_diagnostics_seconds,conditional_lm_policy_version,conditional_lm_stationarity_qualification_enabled,conditional_lm_convergence_check_count,conditional_lm_generic_convergence_count,conditional_lm_generic_convergence_last_iteration,conditional_lm_qualification_evaluation_count,conditional_lm_qualification_last_evaluated,conditional_lm_qualification_last_passed,conditional_lm_qualification_status,conditional_lm_qualification_last_iteration,conditional_lm_qualification_seconds,conditional_lm_iterate_call_count,conditional_lm_lambda_trial_accounting_status,conditional_lm_lambda_trial_count,conditional_lm_rejected_lambda_trial_count,conditional_lm_accepted_update_count,conditional_lm_no_update_return_count,conditional_lm_qualification_audit_valid,conditional_lm_qualification_audit_status,conditional_lm_qualification_max_pose_rotation_gradient_objective_per_rad,conditional_lm_qualification_max_pose_translation_gradient_objective_per_m,conditional_lm_qualification_max_velocity_gradient_objective_per_mps,conditional_lm_qualification_max_accel_bias_gradient_objective_per_mps2,conditional_lm_qualification_max_gyro_bias_gradient_objective_per_radps,conditional_lm_qualification_max_scaled_gradient_objective,conditional_lm_qualification_roundoff_allowance_objective,conditional_lm_qualification_audit_stationary
11,3,0.71750342105487097,0.71540789182359676,1.4210854715202004e-14,0.0020955292312742069,0.0089523426700521547,0.0049374810327479368,0.0089523426700521547,9.8866587663184163e-09,1.6179559162323332e-11,1.8126289890624471e-08,0.091706142653942196,6.9904555375174339e-13,0,0,1,0,3,1.0000000000000002e-08,0.42899778218615375,EVALUATED_MATCHED_LINKED_GTSAM,1,0.42787856871232616,0.42787856664813301,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,2.0641931497422661e-09,4.824249917340629e-09,1,1,1,0,1,1,1,1,6.299999999999999e-07,1,NOT_STATIONARY,5.8307678115626649e-06,5.444436153856369e-06,1.1940335058469032e-06,1.715561293927359e-07,2.0613852468737148e-07,5.8307678115626649e-06,6.9907363223749274e-13,0,1,NOT_STATIONARY,0.0047769824234551936,0.091706142653942196,1.1940335058469032e-06,1.715561293927359e-07,2.0613852468737148e-07,0.091706142653942196,6.9904555375174339e-13,0,1,0.00016915800000000001,0.000164363,0.00016978800000000001,GTSAM_CHECK_ONLY_V1,0,3,1,3,0,0,0,NOT_ENABLED,0,0,3,COMPLETE,3,0,3,0,0,,0,0,0,0,0,0,0,0
12,3,0.71540789182359676,0.7138037740417722,1.4210854715202004e-14,0.0016041177818245655,0.0072647116273997225,0.0041838539178354062,0.0072647116273997225,9.9075536108550466e-09,1.5495764457690451e-11,1.8794557856866115e-08,0.081247875352945628,6.9860177443550455e-13,0,0,1,0,3,1.0000000000000002e-08,0.42402385528110581,EVALUATED_MATCHED_LINKED_GTSAM,1,0.42316950490665334,0.42316950341667825,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.4899750877539475e-09,3.5209888011250247e-09,1,1,1,0,1,1,1,1,4.7199999999999999e-07,1,NOT_STATIONARY,5.124665490421898e-06,5.0504492927760936e-06,1.1167765236741456e-06,1.6843228295079782e-07,1.9307458466732985e-07,5.124665490421898e-06,6.9863063198985549e-13,0,1,NOT_STATIONARY,0.0040336954859561342,0.081247875352945628,1.1167765236741456e-06,1.6843228295079782e-07,1.9307458466732985e-07,0.081247875352945628,6.9860177443550455e-13,0,1,0.000165964,0.00025364000000000002,0.000166436,GTSAM_CHECK_ONLY_V1,0,3,1,3,0,0,0,NOT_ENABLED,0,0,3,COMPLETE,3,0,3,0,0,,0,0,0,0,0,0,0,0
13,2,0.7138037740417722,0.7125617317581765,1.4210854715202004e-14,0.0012420422835957012,0.0058353241413773849,0.0035532740065151724,0.0058353241413773849,9.5789033413850586e-09,1.5341389139711965e-11,1.8897256181574353e-08,0.07250550291399227,6.9819086177445877e-13,0,0,1,0,2,1.0000000000000002e-07,0.41995986462676727,EVALUATED_MATCHED_LINKED_GTSAM,1,0.41930022897073987,0.41929985569518857,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,3.7327555130195478e-07,8.9023455154851147e-07,1,1,1,0,0,1,1,1,4.3600000000000004e-07,1,NOT_STATIONARY,0.00018236655047029759,0.00043541081015613381,0.00013093344426673426,1.863154809852649e-05,1.4948075980406733e-05,0.00043541081015613381,6.9821772482563031e-13,0,1,NOT_STATIONARY,0.003422794271535471,0.07250550291399227,0.00013093344426673426,1.863154809852649e-05,1.4948075980406733e-05,0.07250550291399227,6.9819086177445877e-13,0,1,0.00030113699999999999,0.00030376399999999999,0.00030157299999999997,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
14,2,0.7125617317581765,0.71158742859346602,1.4210854715202004e-14,0.00097430316471047718,0.0046323928815459881,0.0030280341143557876,0.0046323928815459881,9.4340830156469901e-09,1.5527600584615928e-11,1.9367167647452825e-08,0.065131138655940141,6.9782563168231776e-13,0,0,1,0,2,1.0000000000000002e-07,0.41661488107191091,EVALUATED_MATCHED_LINKED_GTSAM,1,0.41609896982433781,0.41609869604346728,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,2.7378087052998268e-07,6.5797055600873811e-07,1,1,1,0,0,1,1,1,3.7100000000000003e-07,1,NOT_STATIONARY,0.00016111788400849369,0.00038406260160689376,0.00011561408322219302,1.6463142974727091e-05,1.3208506665550457e-05,0.00038406260160689376,6.9784999201257911e-13,0,1,NOT_STATIONARY,0.0029095390578808668,0.065131138655940141,0.00011561408322219302,1.6463142974727091e-05,1.3208506665550457e-05,0.065131138655940141,6.9782563168231776e-13,0,1,0.00040722000000000002,0.00017693900000000001,0.00040759100000000001,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
15,2,0.71158742859346602,0.71081312902965532,1.4210854715202004e-14,0.00077429956381069864,0.0036367618076565411,0.0025860412587194181,0.0036367618076565411,9.6872938143421905e-09,1.5611466095771544e-11,1.9762988110589656e-08,0.058853610036177867,6.9750602213727083e-13,0,0,1,0,2,1.0000000000000002e-07,0.41383971906964212,EVALUATED_MATCHED_LINKED_GTSAM,1,0.41343101959252859,0.41343081880292415,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,2.007896044431412e-07,4.8566651975228284e-07,1,1,1,0,0,1,1,1,4.15e-07,1,NOT_STATIONARY,0.00014155128294029984,0.00033703982961863499,0.0001015435443614543,1.4467630311151142e-05,1.160235778813884e-05,0.00033703982961863499,6.9752759157302166e-13,0,1,NOT_STATIONARY,0.0024974530198526232,0.058853610036177867,0.0001015435443614543,1.4467630311151142e-05,1.160235778813884e-05,0.058853610036177867,6.9750602213727083e-13,0,1,0.000166749,0.00016154900000000001,0.000167164,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
16,2,0.71081312902965532,0.71018907732738568,1.4210854715202004e-14,0.00062405170226964568,0.0028035656075770243,0.0022119910651984265,0.0028035656075770243,9.4587080390340361e-09,1.5685905062244369e-11,2.0098803419670908e-08,0.053467234675928274,6.9722841345646327e-13,0,0,1,0,2,1.0000000000000002e-07,0.41152278543934817,EVALUATED_MATCHED_LINKED_GTSAM,1,0.41119452753983665,0.41119437997139957,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.4756843708108036e-07,3.5887743439577726e-07,1,1,1,0,0,1,1,1,4.01e-07,1,NOT_STATIONARY,0.00012409589237788454,0.00029526136305635386,8.9013753755751157e-05,1.2687991396431036e-05,1.0167378578812558e-05,0.00029526136305635386,6.9724739092113338e-13,0,1,NOT_STATIONARY,0.0021468807187113859,0.053467234675928274,8.9013753755751157e-05,1.2687991396431036e-05,1.0167378578812558e-05,0.053467234675928274,6.9722841345646327e-13,0,1,0.00027101099999999998,0.00025098200000000002,0.00027141200000000001,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
17,2,0.71018907732738568,0.7096784636495046,1.4210854715202004e-14,0.0005106136778810777,0.0021032568398578477,0.0018939007961465137,0.0021032568398578477,9.775844813790394e-09,1.8812374753416059e-11,2.0388268991262147e-08,0.048820372553451202,6.9698819853254929e-13,0,0,1,0,2,1.0000000000000002e-07,0.40957734332669449,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40930975064734659,0.40930964197971947,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.0866762711891909e-07,2.654899546054182e-07,1,1,1,0,0,1,1,1,3.2899999999999999e-07,1,NOT_STATIONARY,0.00010867067747177828,0.00025846700230780506,7.7957684604224031e-05,1.1115720586568623e-05,8.8978212041471161e-06,0.00025846700230780506,6.9700486639031891e-13,0,1,NOT_STATIONARY,0.0019212034003036425,0.048820372553451202,7.7957684604224031e-05,1.1115720586568623e-05,8.8978212041471161e-06,0.048820372553451202,6.9698819853254929e-13,0,1,0.000298101,0.00032247500000000002,0.00029842999999999997,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
18,2,0.7096784636495046,0.70925390524224075,1.4210854715202004e-14,0.00042455840726385308,0.0017980082574279679,0.001622250646846235,0.0017980082574279679,9.8462109172173165e-09,1.8437776644879084e-11,2.0711140985823294e-08,0.044795694347470882,6.96780809162847e-13,0,0,1,0,2,1.0000000000000002e-07,0.40793524836189976,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40771362600971678,0.4077135458437634,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,8.016595337556609e-08,1.9662318907549964e-07,1,1,1,0,0,1,1,1,4.3500000000000002e-07,1,NOT_STATIONARY,9.5122699563687796e-05,0.00022624435521778619,6.8259516217139549e-05,9.7350926722833409e-06,7.7816551097287245e-06,0.00022624435521778619,6.9679545500632973e-13,0,1,NOT_STATIONARY,0.0017364383829908386,0.044795694347470882,6.8259516217139549e-05,9.7350926722833409e-06,7.7816551097287245e-06,0.044795694347470882,6.96780809162847e-13,0,1,0.00019469999999999999,0.000280649,0.00019513499999999998,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
19,2,0.70925390524224075,0.70889494268032305,1.4210854715202004e-14,0.00035896256191769726,0.0015358657145111373,0.0013894072193822715,0.0015358657145111373,9.2783566792021548e-09,1.8113864653267081e-11,1.8334762065189047e-08,0.041299211193629129,6.9660204528876016e-13,0,0,1,0,2,1.0000000000000002e-07,0.40654247693516854,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40635585548461783,0.40635579624221563,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,5.9242402206116651e-08,1.457894636105698e-07,1,1,1,0,0,1,1,1,3.8300000000000003e-07,1,NOT_STATIONARY,8.3275011603350935e-05,0.00019813679378005711,5.9787927755933223e-05,8.5279759569796554e-06,6.8047064377477207e-06,0.00019813679378005711,6.9661493604683634e-13,0,1,NOT_STATIONARY,0.0015760617338913367,0.041299211193629129,5.9787927755933223e-05,8.5279759569796554e-06,6.8047064377477207e-06,0.041299211193629129,6.9660204528876016e-13,0,1,0.00017345300000000001,0.00017766200000000001,0.00017383600000000002,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
20,2,0.70889494268032305,0.70858623445554914,1.4210854715202004e-14,0.00030870822477391258,0.0013803043367082435,0.0012959076912749355,0.0013803043367082435,9.6019279680059633e-09,1.7833768677323188e-11,1.8394000709466014e-08,0.039678172208614151,6.9644816431008987e-13,0,0,1,0,2,1.0000000000000002e-07,0.40535585571266441,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40519601603375854,0.4051959721743682,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,4.3859390341793869e-08,1.0824240270452156e-07,1,1,1,0,0,1,1,1,3.2999999999999996e-07,1,NOT_STATIONARY,7.2946761275449745e-05,0.00017368787548260878,5.2410007353370647e-05,7.4758612823959403e-06,5.9523797946645085e-06,0.00017368787548260878,6.9645953768588903e-13,0,1,NOT_STATIONARY,0.0014365904083532208,0.039678172208614151,5.2410007353370647e-05,7.4758612823959403e-06,5.9523797946645085e-06,0.039678172208614151,6.9644816431008987e-13,0,1,0.000195358,0.00025289600000000001,0.00019568799999999999,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
21,2,0.70858623445554914,0.70831624173021346,1.4210854715202004e-14,0.00026999272533567709,0.0012467465433592534,0.001214299757743776,0.0012467465433592534,9.3957247537533678e-09,1.7591584643719026e-11,1.7760087310076596e-08,0.038785034975313451,6.9631587985902699e-13,0,0,1,0,2,1.0000000000000002e-07,0.40434063042445167,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40420139473950134,0.40420136220078928,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,3.2538712058105546e-08,8.0501236466727207e-08,1,1,1,0,0,1,1,1,5.5899999999999996e-07,1,NOT_STATIONARY,6.3963703897607083e-05,0.00015246403645002848,4.5998486819714968e-05,6.560928276957978e-06,5.2105504844135453e-06,0.00015246403645002848,6.9632594326757115e-13,0,1,NOT_STATIONARY,0.0013151020162663202,0.038785034975313451,4.5998486819714968e-05,6.560928276957978e-06,5.2105504844135453e-06,0.038785034975313451,6.9631587985902699e-13,0,1,0.000172449,0.00024622000000000001,0.00017300799999999999,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
22,2,0.70831624173021346,0.70807626255294409,1.4210854715202004e-14,0.00023997917726936713,0.0011320945751388113,0.001142626612149162,0.001142626612149162,9.5546364639598202e-09,1.738220016263101e-11,1.8123778360610536e-08,0.037964860839914183,6.962023272045744e-13,0,0,1,0,2,1.0000000000000002e-07,0.40346863543099815,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40334534757228729,0.40334532336868667,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,2.4203600623717847e-08,6.0007139711410933e-08,1,1,1,0,0,1,1,1,3.1e-07,1,NOT_STATIONARY,5.6163640882345156e-05,0.00013406586701525391,4.0435428671742324e-05,5.7665977309072358e-06,4.5660273656281114e-06,0.00013406586701525391,6.9621125979287397e-13,0,1,NOT_STATIONARY,0.0012091211601458901,0.037964860839914183,4.0435428671742324e-05,5.7665977309072358e-06,4.5660273656281114e-06,0.037964860839914183,6.962023272045744e-13,0,1,0.00030077100000000002,0.00023460899999999999,0.00030108100000000003,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
23,2,0.70807626255294409,0.70785971830621996,1.4210854715202004e-14,0.00021654424672412631,0.0010944001024310243,0.0010795931999804803,0.0010944001024310243,9.9346061484660088e-09,1.7201210730008585e-11,1.8468006538785517e-08,0.037208604665183803,6.9610501828491871e-13,0,0,1,0,2,1.0000000000000002e-07,0.40271690096798152,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40260604286680357,0.40260602479991664,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.8066886930956372e-08,4.4874852851956673e-08,1,1,1,0,0,1,1,1,4.5199999999999997e-07,1,NOT_STATIONARY,4.9398867436128979e-05,0.0001181325540330902,3.56138117372784e-05,5.0777794307864388e-06,4.0067662854595398e-06,0.0001181325540330902,6.9611297404540919e-13,0,1,NOT_STATIONARY,0.0011165361372920835,0.037208604665183803,3.56138117372784e-05,5.0777794307864388e-06,4.0067662854595398e-06,0.037208604665183803,6.9610501828491871e-13,0,1,0.00030968599999999999,0.00033347100000000001,0.000310138,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
24,2,0.70785971830621996,0.70766162393087417,1.4210854715202004e-14,0.000198094375345792,0.00106050759747177,0.0010240737859280764,0.00106050759747177,9.8786187934419959e-09,1.7408420378669242e-11,1.8291404936960369e-08,0.036508527276157651,6.960217960963781e-13,0,0,1,0,2,1.0000000000000002e-07,0.40206658446075388,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40196549169195178,0.40196547814067241,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.3551279376411429e-08,3.37125441275355e-08,1,1,1,0,0,1,1,1,3.5599999999999996e-07,1,NOT_STATIONARY,4.3536854749420817e-05,0.00010434249257668116,3.1437889965735266e-05,4.4809399355333346e-06,3.5219360630181495e-06,0.00010434249257668116,6.9602890715885944e-13,0,1,NOT_STATIONARY,0.0010355377065483506,0.036508527276157651,3.1437889965735266e-05,4.4809399355333346e-06,3.5219360630181495e-06,0.036508527276157651,6.960217960963781e-13,0,1,0.00035509300000000001,0.00029202699999999999,0.00035544900000000003,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
25,2,0.70766162393087417,0.7074781930744003,1.4210854715202004e-14,0.00018343085647387625,0.0010299403822052954,0.00097509198486461085,0.0010299403822052954,9.8220270275222715e-09,1.6986254523150715e-11,1.8090410630602503e-08,0.035857983510464167,6.9595079216372914e-13,0,0,1,0,2,1.0000000000000002e-07,0.40150214337061124,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40140879332098434,0.40140878308871214,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,1.0232272196208925e-08,2.5490901959456439e-08,1,1,1,0,0,1,1,1,3.9799999999999999e-07,1,NOT_STATIONARY,3.8459761094553069e-05,9.2411637263478674e-05,2.7822843520070029e-05,3.9640661335070548e-06,3.1018991062045642e-06,9.2411637263478674e-05,6.9595717185540907e-13,0,1,NOT_STATIONARY,0.00096457108836689974,0.035857983510464167,2.7822843520070029e-05,3.9640661335070548e-06,3.1018991062045642e-06,0.035857983510464167,6.9595079216372914e-13,0,1,0.000356032,0.00028143999999999999,0.00035642999999999997,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
26,2,0.7074781930744003,0.70730654286570571,1.4210854715202004e-14,0.0001716502086945848,0.0010065386493674788,0.00093179835010276379,0.0010065386493674788,9.858145591512546e-09,1.6792930345755783e-11,1.8699205029855711e-08,0.035251213012852792,6.9589038838573221e-13,0,0,1,0,2,1.0000000000000002e-07,0.40101069116361998,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40092354474687497,0.40092353694989158,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,7.79698339226087e-09,1.9447556758442642e-08,1,1,1,0,1,1,1,1,6.06e-07,1,NOT_STATIONARY,3.4064299697988965e-05,8.2090803775525245e-05,2.4694068054526008e-05,3.5165737539283315e-06,2.7381456721084496e-06,8.2090803775525245e-05,6.9589613395992112e-13,0,1,NOT_STATIONARY,0.0009022972045394876,0.035251213012852792,2.4694068054526008e-05,3.5165737539283315e-06,2.7381456721084496e-06,0.035251213012852792,6.9589038838573221e-13,0,1,0.00022400499999999999,0.00022514400000000001,0.00022461099999999999,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
27,2,0.70730654286570571,0.70714447260886781,1.4210854715202004e-14,0.00016207025683789844,0.0010821638607852735,0.00089345617420086287,0.0010821638607852735,9.7037143055718823e-09,1.6820266365115197e-11,1.767978588293754e-08,0.034683222906580796,6.9583918342664795e-13,0,0,1,0,2,1.0000000000000002e-07,0.40058149153980538,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40049937461595297,0.40049936860156582,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,6.0143871549733774e-09,1.5017219841455922e-08,1,1,1,0,1,1,1,1,4.2799999999999997e-07,1,NOT_STATIONARY,3.0259077052063876e-05,7.3162407591920164e-05,2.1986277419006051e-05,3.1291872589801761e-06,2.4232038276020273e-06,7.3162407591920164e-05,6.9584437840454423e-13,0,1,NOT_STATIONARY,0.00088276387445646379,0.034683222906580796,2.1986277419006051e-05,3.1291872589801761e-06,2.4232038276020273e-06,0.034683222906580796,6.9583918342664795e-13,0,1,0.00029083199999999998,0.00018840999999999999,0.00029126,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
28,2,0.70714447260886781,0.70699029751451015,1.4210854715202004e-14,0.00015417509435766696,0.0012041198665757313,0.00088766129031861429,0.0012041198665757313,9.8620667474958528e-09,1.6605136691208539e-11,1.8025959478348836e-08,0.034149647190382937,6.9579596337662648e-13,0,0,1,0,2,1.0000000000000002e-07,0.40020555963795174,EVALUATED_MATCHED_LINKED_GTSAM,1,0.40012757396079252,0.40012756924717247,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,4.7136200498343328e-09,1.1780292977999582e-08,1,1,1,0,1,1,1,1,4.4000000000000002e-07,1,NOT_STATIONARY,2.6964845814381189e-05,6.5437143012714305e-05,1.9642564905858473e-05,2.7938116997187901e-06,2.1505412301017768e-06,6.5437143012714305e-05,6.9580067960128022e-13,0,1,NOT_STATIONARY,0.00088115140103909098,0.034149647190382937,1.9642564905858473e-05,2.7938116997187901e-06,2.1505412301017768e-06,0.034149647190382937,6.9579596337662648e-13,0,1,0.000252534,0.00020875200000000001,0.00025297399999999999,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
29,2,0.70699029751451015,0.70684272356046585,1.4210854715202004e-14,0.00014757395404429996,0.0013081812676171423,0.00088609506233175428,0.0013081812676171423,9.9560037141211455e-09,2.0558033951731246e-11,1.8375349319135607e-08,0.033646670786595431,6.9575967641653112e-13,0,0,1,0,2,1.0000000000000002e-07,0.39987534466727931,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39980080088979997,0.39980079712159677,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,3.7682031939212379e-09,9.4252017142904515e-09,1,1,1,0,1,1,1,1,4.4700000000000002e-07,1,NOT_STATIONARY,2.4112502546275172e-05,5.8750758584025231e-05,1.7613471139224512e-05,2.5034039503220307e-06,1.9144653234590137e-06,5.8750758584025231e-05,6.9576397572366795e-13,0,1,NOT_STATIONARY,0.00087835119750400217,0.033646670786595431,1.7613471139224512e-05,2.5034039503220307e-06,1.9144653234590137e-06,0.033646670786595431,6.9575967641653112e-13,0,1,0.00027587899999999998,0.00034433400000000001,0.00027632599999999997,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
30,2,0.70684272356046585,0.70670075313722525,1.4210854715202004e-14,0.0001419704232406005,0.0013967392884585983,0.00088390846498218045,0.0013967392884585983,9.9110798438670414e-09,2.0478312955029963e-11,1.7502816750815585e-08,0.033170953889432989,6.9572941076106316e-13,0,0,1,0,2,1.0000000000000002e-07,0.39958447658234142,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39951284376303942,0.39951284067861109,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,3.0844283238629089e-09,7.7204735017038822e-09,1,1,1,0,1,1,1,1,3.7e-07,1,NOT_STATIONARY,2.1642042625821811e-05,5.2960995818529533e-05,1.585610105257762e-05,2.2518501278066816e-06,1.7100275614481686e-06,5.2960995818529533e-05,6.9573334645356361e-13,0,1,NOT_STATIONARY,0.00087456641332946117,0.033170953889432989,1.585610105257762e-05,2.2518501278066816e-06,1.7100275614481686e-06,0.033170953889432989,6.9572941076106316e-13,0,1,0.000255574,0.00028744000000000003,0.00025594400000000003,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
31,2,0.70670075313722525,0.70656361380885557,1.4210854715202004e-14,0.00013713932836967313,0.0014718462536396082,0.00088117846375529441,0.0014718462536396082,9.8744390812061428e-09,2.1341156773897517e-11,1.7170236284739555e-08,0.032719553840869831,6.9570437572008915e-13,0,0,1,0,2,1.0000000000000002e-07,0.3993275624276163,EVALUATED_MATCHED_LINKED_GTSAM,1,0.39925842991545885,0.39925842732261074,9.9999999999999995e-07,1e-08,9.9999999999999995e-07,1,0,2.5928481028891781e-09,6.4941599440698146e-09,1,1,1,0,1,1,1,1,4.0199999999999997e-07,1,NOT_STATIONARY,1.950146471342562e-05,4.7944860425253033e-05,1.4333321501941443e-05,2.0338533626429456e-06,1.5329350568221711e-06,4.7944860425253033e-05,6.9570799380153715e-13,0,1,NOT_STATIONARY,0.00086996779358763932,0.032719553840869831,1.4333321501941443e-05,2.0338533626429456e-06,1.5329350568221711e-06,0.032719553840869831,6.9570437572008915e-13,0,1,0.00028315600000000001,0.00018439800000000001,0.000283558,GTSAM_CHECK_ONLY_V1,0,2,1,2,0,0,0,NOT_ENABLED,0,0,2,COMPLETE,2,0,2,0,0,,0,0,0,0,0,0,0,0
