recording,method,variant,status,ATE_RMSE_m,ATE_P95_m,Window_RMSE_m,evaluated_samples,coverage,window_samples
zigzag_s4,robust_cauchy,uncropped,SUCCESS,375.92891335866216,725.2494519312351,407.5168879848377,2165,0.9926639156350298,881
zigzag_s4,robust_cauchy,cropped,SUCCESS,371.74715906810957,732.5295316279347,406.0503307976598,2165,0.9926639156350298,881
zigzag_s4,SFUISE-ToA,uncropped,SUCCESS,0.4293261011704836,1.0692759849891567,0.5725793824884613,2167,0.9935809261806511,882
zigzag_s4,SFUISE-ToA,cropped,SUCCESS,0.8505124935359977,1.3814778383609718,0.9694602792496282,2167,0.9935809261806511,882
