outer_iteration,conditional_lm_iterations,conditional_lm_inner_iterations,conditional_lm_lambda,objective_before,objective_after,relative_objective_change,scaled_state_step,max_kkt_violation,max_pose_rotation_gradient_objective_per_rad,max_pose_translation_gradient_objective_per_m,max_velocity_gradient_objective_per_mps,max_accel_bias_gradient_objective_per_mps2,max_gyro_bias_gradient_objective_per_radps,max_scaled_navigation_gradient_objective,navigation_gradient_roundoff_allowance_objective,navigation_stationarity_tolerance_objective,allowed_objective_increase,objective_ok,step_ok,kkt_ok,navigation_stationarity_ok,conditional_fixed_checkpoint_recovery_used,conditional_fixed_checkpoint_restart_count,conditional_inner_status
1,0,10,100000,16464581472118.543,16464581472118.543,0,4.1008500275008589e-17,0,293592.1561620711,1076672.5106646193,4.1334105762791286e-15,4.1861189350924778e-17,4.2190524431265799e-17,1076672.5106646193,1.127164040612569e-05,9.9999999999999995e-07,0.23397577524688334,1,1,1,0,0,0,CONDITIONAL_LM_CONVERGED
