inference_id,phase,group_id,segment_ordinal,segment_id,evaluated,gamma,gamma_available,short_support_debug,boundary,linearization_id,status
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,RECOVERY_ATTEMPT,group_0,0,,0,,0,,,NOT_APPLICABLE,NOT_APPLICABLE_FIXED_OFFSET_NO_LIVE_C
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,RECOVERY_ATTEMPT,group_0,1,,0,,0,,,NOT_APPLICABLE,NOT_APPLICABLE_FIXED_OFFSET_NO_LIVE_C
