inference_id,key,role,coordinates,row,column,covariance
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,3,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,4,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,5,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,3,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,4,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b0,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,5,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,0,0,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,0,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,0,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,0,3,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,0,4,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,0,5,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,1,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,1,1,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,1,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,1,3,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,1,4,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,1,5,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,2,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,2,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,2,2,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,2,3,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,2,4,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,2,5,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,3,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,3,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,3,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,3,3,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,3,4,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,3,5,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,3,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,4,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,4,5,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,3,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,4,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,b1,IMU_BIAS,IMU_BAX_BAY_BAZ_BGX_BGY_BGZ,5,5,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,0,0,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,0,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,0,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,1,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,1,1,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,1,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,2,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,2,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v0,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,2,2,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,0,0,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,0,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,0,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,1,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,1,1,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,1,2,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,2,0,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,2,1,0
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,v1,TRAJECTORY_VELOCITY,WORLD_VX_VY_VZ,2,2,0.01
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,0,9.9997244705615592e-05
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,1,-4.2193970855330731e-09
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,2,8.096143690210466e-09
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,3,-5.8884962592371997e-08
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,4,1.5165135766137858e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,5,2.1050755020226345e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,1,0,-4.2193970855330739e-09
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,1,1,9.9972913784366111e-05
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,1,2,-1.7485203664368981e-08
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,1,3,-3.8634759354559835e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,1,4,-8.0930683086823537e-08
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,1,5,1.6508621695285753e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,2,0,8.0961436902104676e-09
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,2,1,-1.7485203664368981e-08
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,2,2,9.9932870981509956e-05
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,2,3,-3.5706094778429194e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,2,4,-5.7843996199965701e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,2,5,1.3981563365045633e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,3,0,-5.8884962592371991e-08
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,3,1,-3.8634759354559835e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,3,2,-3.5706094778429194e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,3,3,9.2974819469460098e-05
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,3,4,2.0870487641829003e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,3,5,1.9439802699129739e-06
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,4,0,1.5165135766137856e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,4,1,-8.0930683086823537e-08
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,4,2,-5.7843996199965712e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,4,3,2.0870487641829008e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,4,4,9.3778287786893419e-05
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,4,5,8.4662491916519551e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,5,0,2.1050755020226345e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,5,1,1.6508621695285753e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,5,2,1.3981563365045633e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,5,3,1.9439802699129739e-06
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,5,4,8.4662491916519551e-07
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x0,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,5,5,9.8330836735074906e-05
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x1,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,0,9.9997334606217203e-05
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x1,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,1,-4.4452273808751499e-09
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x1,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,2,7.3311134550163841e-09
t08inference-sha256:f449b27074315d841c9141ab0dff83a06e5809844e7cb7bc4105c3ccb95a7ad4,x1,TRAJECTORY_POSE,GTSAM_POSE3_LOCAL_RX_RY_RZ_TX_TY_TZ,0,3,-6.570072936281494e-08
