call,trial_in_call,total_trial,lambda_before,lambda_after,delta_norm,error_before,error_native_trial,status,fidelity_lower_binary64,accepted_total,rejected_total,unresolved_total,elapsed_s,artifact
1,1,1,1.0000000000000001e-05,1.0000000000000002e-06,1.0800807996420456e-10,6.0000941076217965e-17,6.5210732637230048e-28,ACCEPT,0.99999710176954992,1,0,0,0.001255398,call1_trial1
