phase,execution_status,solver_status,stop_reason,acceptance_audit_status,acceptance_failure_reason,outer_iteration,conditional_lm_iterations,conditional_lm_inner_iterations,conditional_lm_lambda,objective_before,objective_after,relative_objective_change,scaled_state_step,max_kkt_violation,max_scaled_navigation_gradient_objective,navigation_gradient_roundoff_allowance_objective,navigation_stationarity_tolerance_objective,allowed_objective_increase,objective_ok,step_ok,kkt_ok,navigation_stationarity_ok
FALLBACK_ATTEMPT,SUCCEEDED,CONVERGED,ALL_CANDIDATES_SUPPRESSED_RAW_STAGE2_ALL_APPLICABLE_STOP_CONDITIONS_SATISFIED,PASSED,,1,1,1,1.0000000000000002e-06,6.0000941076217965e-17,6.5210732637230048e-28,6.0000941075565861e-17,6.9576566730233935e-11,0,2.4778874031758333e-12,2.4208867297423169e-26,9.9999999999999995e-07,1.4210854715202004e-14,1,1,1,1
